973,0,0,0,2,0,1,1,0,3
1,1127,1,0,0,0,3,0,3,0
0,3,1014,3,2,0,0,1,8,1
0,1,0,1002,0,3,0,0,2,2
0,0,1,0,967,0,0,1,1,12
1,0,0,5,0,880,1,0,0,5
2,1,1,1,4,1,948,0,0,0
0,3,4,1,0,0,0,1015,1,4
1,0,0,1,0,1,0,0,971,0
0,0,0,0,1,2,0,0,0,1006
